fecha;tipo_registro;depto_municipio;fecha_primer_caso;increm_casos;increm_muertes
19/12/2020;M;23168;19/06/2020;0.0000;0.0000
19/12/2020;M;52786;09/06/2020;0.0000;0.0196
19/12/2020;M;17433;16/05/2020;0.0054;0.0278
19/12/2020;M;20614;25/04/2020;0.0101;0.0102
19/12/2020;M;41791;15/07/2020;0.0120;0.0183
19/12/2020;M;54800;01/08/2020;0.0250;0.0526
19/12/2020;M;13458;27/06/2020;0.0000;0.0000
19/12/2020;M;23586;01/06/2020;0.0000;0.0000
19/12/2020;M;19585;09/08/2020;0.0870;0.2778
19/12/2020;M;85139;21/06/2020;0.0129;0.0131
19/12/2020;M;13838;04/05/2020;0.0000;0.0224
19/12/2020;M;76041;05/06/2020;0.0075;0.0153
19/12/2020;M;66456;19/08/2020;0.0000;0.0000
19/12/2020;M;52585;31/05/2020;0.0000;0.0549
19/12/2020;M;76670;24/03/2020;0.0000;0.0217
19/12/2020;M;8141;07/05/2020;0.0000;0.0074
19/12/2020;M;8675;08/05/2020;0.0117;0.0491
19/12/2020;M;15407;01/05/2020;0.0174;0.0488
19/12/2020;M;25322;20/06/2020;0.0099;0.0202
19/12/2020;M;50711;16/08/2020;0.0145;0.0147
19/12/2020;M;47030;23/07/2020;0.0000;0.0000
19/12/2020;M;25769;15/03/2020;0.0233;0.0750
19/12/2020;M;47660;06/08/2020;0.0000;0.0000
19/12/2020;M;66440;02/07/2020;0.0274;0.1231
19/12/2020;M;25572;28/05/2020;0.0761;0.0824
19/12/2020;M;27495;24/07/2020;0.0000;0.0000
19/12/2020;M;25815;04/06/2020;0.0632;0.1047
19/12/2020;M;41016;20/04/2020;0.0195;0.0323
19/12/2020;M;76377;23/04/2020;0.0103;0.0104
19/12/2020;M;13212;16/07/2020;0.0000;0.0000
19/12/2020;M;66572;18/06/2020;0.0169;0.0172
19/12/2020;M;15491;27/06/2020;0.0025;0.0124
19/12/2020;M;54820;27/04/2020;0.0000;0.0256
19/12/2020;M;5789;03/06/2020;0.0103;0.0211
19/12/2020;M;76890;12/04/2020;0.0000;0.0000
19/12/2020;M;20787;26/06/2020;0.0000;0.0159
19/12/2020;M;15861;19/05/2020;0.0000;0.0110
19/12/2020;M;25035;20/03/2020;0.0000;0.0091
19/12/2020;M;70124;04/06/2020;0.0103;0.0211
19/12/2020;M;5656;18/07/2020;0.0000;0.0629
19/12/2020;M;86569;18/07/2020;0.0146;0.0148
19/12/2020;M;50150;07/07/2020;0.0091;0.0092
19/12/2020;M;5093;02/07/2020;0.0556;0.0800
19/12/2020;M;20295;17/06/2020;0.0000;0.0000
19/12/2020;M;70473;20/05/2020;0.0116;0.0178
19/12/2020;M;5649;02/07/2020;0.1589;0.2022
19/12/2020;M;76100;25/07/2020;0.0000;0.0682
19/12/2020;M;27430;12/05/2020;0.0000;0.0000
19/12/2020;M;17524;18/07/2020;0.0377;0.0671
19/12/2020;M;5667;13/07/2020;0.0159;0.1053
19/12/2020;M;5138;30/05/2020;0.0490;0.0515
19/12/2020;M;15047;20/04/2020;0.0000;0.0233
19/12/2020;M;5761;08/07/2020;0.0087;0.0176
19/12/2020;M;52215;30/05/2020;0.0000;0.0152
19/12/2020;M;86749;23/07/2020;0.0188;0.0431
19/12/2020;M;76616;13/08/2020;0.0000;0.0000
19/12/2020;M;13222;20/05/2020;0.0161;0.0333
19/12/2020;M;23090;01/05/2020;0.0092;0.0140
19/12/2020;M;17513;22/07/2020;0.0000;0.0064
19/12/2020;M;76606;05/05/2020;0.0056;0.0056
19/12/2020;M;52240;07/06/2020;0.0000;0.0163
19/12/2020;M;23350;01/07/2020;0.0000;0.0000
19/12/2020;M;13074;17/04/2020;0.0169;0.1346
19/12/2020;M;70523;10/06/2020;0.0000;0.0132
19/12/2020;M;13673;14/05/2020;0.0000;0.0000
19/12/2020;M;13667;03/08/2020;0.0000;0.0345
19/12/2020;M;68572;19/09/2020;0.0000;0.0800
19/12/2020;M;5197;04/04/2020;0.0152;0.0154
19/12/2020;M;5364;13/08/2020;0.0109;0.0339
19/12/2020;M;52693;25/05/2020;0.0000;0.0028
19/12/2020;M;68418;05/07/2020;0.0222;0.0465
19/12/2020;M;18410;20/07/2020;0.0372;0.0621
19/12/2020;M;73483;18/06/2020;0.0000;0.0067
19/12/2020;M;25040;27/05/2020;0.0000;0.0500
19/12/2020;M;25486;23/06/2020;0.0212;0.0442
19/12/2020;M;73671;14/07/2020;0.0241;0.0921
19/12/2020;M;50318;22/08/2020;0.0000;0.0164
19/12/2020;M;5585;12/07/2020;0.0000;0.0000
19/12/2020;M;5480;25/06/2020;0.0069;0.0140
19/12/2020;M;76823;01/08/2020;0.0099;0.0412
19/12/2020;M;25612;05/06/2020;0.0189;0.0443
19/12/2020;M;13188;16/06/2020;0.0000;0.0000
19/12/2020;M;76020;27/04/2020;0.0152;0.0588
19/12/2020;M;52258;25/09/2020;0.0072;0.0222
19/12/2020;M;44098;03/05/2020;0.0000;0.0104
19/12/2020;M;25317;29/07/2020;0.0000;0.0135
19/12/2020;M;19760;12/08/2020;0.0000;0.0000
19/12/2020;M;70702;11/06/2020;0.0000;0.0000
19/12/2020;M;27006;28/06/2020;0.0000;0.0000
19/12/2020;M;52520;27/05/2020;0.0000;0.0000
19/12/2020;M;5854;31/05/2020;0.0000;0.0000
19/12/2020;M;25745;17/06/2020;0.0122;0.0250
19/12/2020;M;54245;01/08/2020;0.0000;0.1053
19/12/2020;M;68255;28/07/2020;0.0202;0.0313
19/12/2020;M;41548;18/07/2020;0.0317;0.0678
19/12/2020;M;25878;05/06/2020;0.0000;0.0000
19/12/2020;M;15632;20/07/2020;0.0000;0.1250
19/12/2020;M;23682;10/07/2020;0.0133;0.0135
19/12/2020;M;52260;07/06/2020;0.0303;0.1000
19/12/2020;M;52207;01/07/2020;0.0000;0.0000
19/12/2020;M;95025;21/08/2020;0.0000;0.0000
19/12/2020;M;5368;27/05/2020;0.0000;0.0128
19/12/2020;M;47798;01/08/2020;0.0000;0.0000
19/12/2020;M;17444;02/05/2020;0.0181;0.0297
19/12/2020;M;73678;15/05/2020;0.0000;0.0068
19/12/2020;M;85430;30/07/2020;0.0145;0.0455
19/12/2020;M;15806;07/07/2020;0.0000;0.0238
19/12/2020;M;15693;11/05/2020;0.0079;0.0672
19/12/2020;M;52788;31/07/2020;0.0048;0.0195
19/12/2020;M;68229;09/04/2020;0.0000;0.0000
19/12/2020;M;15204;16/05/2020;0.0104;0.0360
19/12/2020;M;52696;09/06/2020;0.0000;0.0000
19/12/2020;M;13780;19/07/2020;0.0000;0.0000
19/12/2020;M;41378;26/07/2020;0.0000;0.0208
19/12/2020;M;8849;21/05/2020;0.0034;0.0137
19/12/2020;M;5660;11/07/2020;0.0100;0.0101
19/12/2020;M;18610;08/07/2020;0.0000;0.0090
19/12/2020;M;13650;31/08/2020;0.0000;0.0000
19/12/2020;M;13300;10/07/2020;0.0000;0.0000
19/12/2020;M;70400;10/06/2020;0.0000;0.0000
19/12/2020;M;25148;30/08/2020;0.0000;0.1750
19/12/2020;M;47545;19/06/2020;0.0000;0.0000
19/12/2020;M;76869;19/04/2020;0.0056;0.0347
19/12/2020;M;50680;16/05/2020;0.0000;0.0216
19/12/2020;M;50590;28/08/2020;0.0152;0.0154
19/12/2020;M;17877;19/03/2020;0.0055;0.0282
19/12/2020;M;25645;24/05/2020;0.0000;0.0192
19/12/2020;M;27800;31/05/2020;0.0000;0.0000
19/12/2020;M;25279;07/05/2020;0.0000;0.0000
19/12/2020;M;73861;02/08/2020;0.0147;0.1333
19/12/2020;M;52621;14/06/2020;0.0000;0.0000
19/12/2020;M;85230;12/07/2020;0.0100;0.0101
19/12/2020;M;25736;25/05/2020;0.0306;0.0538
19/12/2020;M;52473;12/05/2020;0.0000;0.0000
19/12/2020;M;8770;04/06/2020;0.0000;0.0059
19/12/2020;M;73675;15/06/2020;0.0000;0.0000
19/12/2020;M;25885;30/05/2020;0.0000;0.1304
19/12/2020;M;47703;17/07/2020;0.0000;0.0000
19/12/2020;M;66687;24/06/2020;0.0099;0.0306
19/12/2020;M;54174;29/06/2020;0.0909;0.1000
19/12/2020;M;50287;30/07/2020;0.0000;0.0390
19/12/2020;M;54385;26/07/2020;0.0000;0.0204
19/12/2020;M;27205;28/05/2020;0.0345;0.0357
19/12/2020;M;27099;23/05/2020;0.0000;0.0000
19/12/2020;M;25001;29/05/2020;0.0182;0.0185
19/12/2020;M;5690;14/07/2020;0.0000;0.0116
19/12/2020;M;13894;20/06/2020;0.0000;0.0000
19/12/2020;M;68167;13/08/2020;0.0189;0.0816
19/12/2020;M;63272;01/04/2020;0.0107;0.0447
19/12/2020;M;66045;28/07/2020;0.0114;0.0732
19/12/2020;M;54670;23/07/2020;0.0000;0.0000
19/12/2020;M;5240;01/07/2020;0.0196;0.0408
19/12/2020;M;66318;19/08/2020;0.0000;0.0417
19/12/2020;M;85125;23/07/2020;0.0000;0.0000
19/12/2020;M;52256;07/09/2020;0.0076;0.0077
19/12/2020;M;85263;28/06/2020;0.0000;0.0099
19/12/2020;M;76497;30/05/2020;0.0189;0.0291
19/12/2020;M;5858;27/08/2020;0.0081;0.0082
19/12/2020;M;73055;06/08/2020;0.0256;0.0685
19/12/2020;M;25488;17/05/2020;0.0017;0.0506
19/12/2020;M;47605;25/06/2020;0.0000;0.0000
19/12/2020;M;41503;01/05/2020;0.0000;0.0000
19/12/2020;M;73352;31/07/2020;0.0000;0.0286
19/12/2020;M;76403;21/07/2020;0.0000;0.0440
19/12/2020;M;25658;17/05/2020;0.0000;0.0000
19/12/2020;M;41799;08/06/2020;0.0000;0.0000
19/12/2020;M;5264;05/07/2020;0.0078;0.0079
19/12/2020;M;5861;05/07/2020;0.0110;0.0111
19/12/2020;M;13030;23/07/2020;0.0000;0.0000
19/12/2020;M;19622;30/06/2020;0.0000;0.0000
19/12/2020;M;5038;07/04/2020;0.0000;0.0000
19/12/2020;M;25181;03/04/2020;0.0213;0.0682
19/12/2020;M;25718;08/06/2020;0.0526;0.0962
19/12/2020;M;18756;30/07/2020;0.1089;0.2024
19/12/2020;M;17272;06/09/2020;0.0000;0.0227
19/12/2020;M;41530;21/05/2020;0.0000;0.0213
19/12/2020;M;52320;31/05/2020;0.0102;0.0316
19/12/2020;M;47720;17/07/2020;0.0000;0.0000
19/12/2020;M;47675;06/08/2020;0.0296;0.0887
19/12/2020;M;27073;20/05/2020;0.0000;0.0164
19/12/2020;M;44855;03/07/2020;0.0290;0.0299
19/12/2020;M;47205;03/07/2020;0.0000;0.0000
19/12/2020;M;54128;21/08/2020;0.2500;0.3333
19/12/2020;M;18094;13/07/2020;0.0000;0.0106
19/12/2020;M;68500;04/07/2020;0.0000;0.0000
19/12/2020;M;50400;20/08/2020;0.0000;0.0000
19/12/2020;M;13440;03/08/2020;0.0000;0.0000
19/12/2020;M;25099;20/06/2020;0.0318;0.0608
19/12/2020;M;52699;29/07/2020;0.0141;0.0290
19/12/2020;M;19693;01/10/2020;0.0000;0.0000
19/12/2020;M;68101;29/07/2020;0.0370;0.0800
19/12/2020;M;70110;04/06/2020;0.0000;0.0147
19/12/2020;M;25053;24/07/2020;0.0147;0.0149
19/12/2020;M;52885;30/05/2020;0.0000;0.0167
19/12/2020;M;27425;;0.0000;0.0000
19/12/2020;M;41797;26/08/2020;0.0128;0.0130
19/12/2020;M;15322;23/05/2020;0.0000;0.0175
19/12/2020;M;13760;20/06/2020;0.0000;0.0000
19/12/2020;M;20443;28/06/2020;0.0000;0.0309
19/12/2020;M;27450;30/06/2020;0.0000;0.0000
19/12/2020;M;68079;26/06/2020;0.0000;0.0000
19/12/2020;M;25407;24/05/2020;0.0000;0.0286
19/12/2020;M;15223;01/05/2020;0.0000;0.0217
19/12/2020;M;13600;06/08/2020;0.0000;0.0000
19/12/2020;M;54660;22/08/2020;0.0000;0.0147
19/12/2020;M;5809;11/07/2020;0.0000;0.0000
19/12/2020;M;25123;11/06/2020;0.0000;0.0000
19/12/2020;M;19392;22/07/2020;0.0278;0.0286
19/12/2020;M;17088;26/07/2020;0.0000;0.0000
19/12/2020;M;68464;08/07/2020;0.0000;0.0000
19/12/2020;M;13655;17/07/2020;0.0000;0.0000
19/12/2020;M;47960;09/08/2020;0.0000;0.0000
19/12/2020;M;54344;14/08/2020;0.0000;0.0000
19/12/2020;M;68385;14/07/2020;0.0635;0.1053
19/12/2020;M;17616;30/04/2020;0.0000;0.0388
19/12/2020;M;41660;15/05/2020;0.0087;0.0177
19/12/2020;M;17050;20/06/2020;0.0104;0.0213
19/12/2020;M;25797;29/05/2020;0.0250;0.0811
19/12/2020;M;41676;03/08/2020;0.0000;0.0000
19/12/2020;M;73148;27/07/2020;0.0000;0.0000
19/12/2020;M;70233;20/06/2020;0.0000;0.0000
19/12/2020;M;50330;04/07/2020;0.0000;0.0278
19/12/2020;M;50577;02/09/2020;0.0000;0.0000
19/12/2020;M;17867;21/08/2020;0.0213;0.0444
19/12/2020;M;5091;03/08/2020;0.0267;0.0417
19/12/2020;M;27075;19/05/2020;0.0000;0.0156
19/12/2020;M;91540;04/05/2020;0.0000;0.0000
19/12/2020;M;68745;01/10/2020;0.0000;0.0435
19/12/2020;M;68770;13/06/2020;0.0200;0.0417
19/12/2020;M;5411;20/07/2020;0.0149;0.0152
19/12/2020;M;15599;23/06/2020;0.0000;0.0505
19/12/2020;M;95015;03/08/2020;0.0000;0.0227
19/12/2020;M;52560;28/04/2020;0.0000;0.0000
19/12/2020;M;25178;03/05/2020;0.0000;0.0101
19/12/2020;M;54051;19/07/2020;0.0294;0.0303
19/12/2020;M;52411;06/05/2020;0.0233;0.1622
19/12/2020;M;73043;18/07/2020;0.0571;0.1667
19/12/2020;M;19513;23/06/2020;0.0000;0.0000
19/12/2020;M;13490;08/07/2020;0.0000;0.0000
19/12/2020;M;18460;02/08/2020;0.0000;0.0000
19/12/2020;M;5483;29/09/2020;0.0000;0.0870
19/12/2020;M;47161;30/05/2020;0.0000;0.0088
19/12/2020;M;5190;11/05/2020;0.0000;0.0093
19/12/2020;M;5310;10/07/2020;0.0000;0.0000
19/12/2020;M;27413;02/06/2020;0.0000;0.0000
19/12/2020;M;52381;01/05/2020;0.0103;0.0543
19/12/2020;M;73520;08/08/2020;0.0833;0.2000
19/12/2020;M;25394;25/06/2020;0.0000;0.3158
19/12/2020;M;52540;23/08/2020;0.0000;0.0214
19/12/2020;M;5313;17/04/2020;0.0000;0.0303
19/12/2020;M;19785;16/08/2020;0.0000;0.0156
19/12/2020;M;5113;31/05/2020;0.0081;0.0232
19/12/2020;M;25535;19/05/2020;0.0313;0.0667
19/12/2020;M;99524;18/07/2020;0.0000;0.0000
19/12/2020;M;52405;10/07/2020;0.0000;0.0156
19/12/2020;M;68895;01/08/2020;0.0000;0.0000
19/12/2020;M;63690;27/07/2020;0.0190;0.0233
19/12/2020;M;50370;08/09/2020;0.0667;0.2500
19/12/2020;M;5873;17/06/2020;0.0000;0.0000
19/12/2020;M;41357;30/07/2020;0.0000;0.0000
19/12/2020;M;52019;30/06/2020;0.0097;0.0098
19/12/2020;M;47541;18/07/2020;0.0000;0.0000
19/12/2020;M;5628;03/08/2020;0.0000;0.0303
19/12/2020;M;52418;01/07/2020;0.0000;0.0278
19/12/2020;M;54553;31/03/2020;0.0077;0.0156
19/12/2020;M;19533;27/08/2020;0.0000;0.0000
19/12/2020;M;5134;19/07/2020;0.0000;0.0000
19/12/2020;M;25530;13/08/2020;0.0000;0.0000
19/12/2020;M;52224;24/04/2020;0.0185;0.0385
19/12/2020;M;73870;21/08/2020;0.0000;0.1905
19/12/2020;M;52685;31/05/2020;0.0000;0.0606
19/12/2020;M;17442;02/05/2020;0.0000;0.0111
19/12/2020;M;15804;10/07/2020;0.0000;0.0000
19/12/2020;M;27491;20/07/2020;0.0000;0.0000
19/12/2020;M;15455;13/05/2020;0.0000;0.0000
19/12/2020;M;13248;28/07/2020;0.0000;0.0000
19/12/2020;M;25649;17/07/2020;0.0000;0.0000
19/12/2020;M;52435;22/05/2020;0.0000;0.0247
19/12/2020;M;41013;11/04/2020;0.0000;0.0115
19/12/2020;M;15814;02/06/2020;0.0000;0.0769
19/12/2020;M;50683;28/04/2020;0.0000;0.0000
19/12/2020;M;54099;28/06/2020;0.0244;0.0380
19/12/2020;M;15753;17/07/2020;0.0000;0.0367
19/12/2020;M;25599;04/06/2020;0.0000;0.0392
19/12/2020;M;5576;25/09/2020;0.0000;0.0000
19/12/2020;M;70204;20/06/2020;0.0000;0.0000
19/12/2020;M;73026;01/08/2020;0.0615;0.1818
19/12/2020;M;85225;02/10/2020;0.0000;0.0000
19/12/2020;M;13062;27/06/2020;0.0000;0.0769
19/12/2020;M;5321;22/03/2020;0.0336;0.0531
19/12/2020;M;13160;10/07/2020;0.0000;0.0000
19/12/2020;M;25793;05/07/2020;0.0000;0.0065
19/12/2020;M;76250;25/03/2020;0.0000;0.0345
19/12/2020;M;52036;01/05/2020;0.0769;0.0833
19/12/2020;M;68669;24/07/2020;0.0588;0.8889
19/12/2020;M;13620;14/04/2020;0.0278;0.0286
19/12/2020;M;50450;21/08/2020;0.0000;0.0000
19/12/2020;M;76243;25/06/2020;0.0000;0.0833
19/12/2020;M;25297;12/07/2020;0.0000;0.0270
19/12/2020;M;25662;06/04/2020;0.0000;0.0000
19/12/2020;M;5125;26/06/2020;0.0000;0.0000
19/12/2020;M;68051;28/07/2020;0.1563;0.8824
19/12/2020;M;54223;08/08/2020;0.0526;0.0556
19/12/2020;M;15837;17/07/2020;0.0154;0.0317
19/12/2020;M;5390;30/07/2020;0.0072;0.0073
19/12/2020;M;27600;19/05/2020;0.0000;0.0000
19/12/2020;M;52051;04/06/2020;0.0000;0.1154
19/12/2020;M;73563;02/08/2020;0.0455;0.1000
19/12/2020;M;15480;11/05/2020;0.0067;0.0870
19/12/2020;M;73226;12/08/2020;0.0313;0.0323
19/12/2020;M;52573;03/06/2020;0.0000;0.0000
19/12/2020;M;85325;15/08/2020;0.0000;0.0000
19/12/2020;M;73200;17/08/2020;0.0000;0.1429
19/12/2020;M;52203;21/06/2020;0.0201;0.0797
19/12/2020;M;15763;13/08/2020;0.0000;0.0800
19/12/2020;M;5543;08/07/2020;0.0633;0.2640
19/12/2020;M;41078;02/08/2020;0.0000;0.0000
19/12/2020;M;25224;15/06/2020;0.0000;0.0612
19/12/2020;M;5425;15/06/2020;0.0000;0.0000
19/12/2020;M;27245;15/06/2020;0.0085;0.0174
19/12/2020;M;25438;22/09/2020;0.0833;0.5000
19/12/2020;M;73236;15/07/2020;0.0000;0.0000
19/12/2020;M;5107;05/07/2020;0.0000;0.0000
19/12/2020;M;41801;30/07/2020;0.0000;0.0000
19/12/2020;M;15757;10/04/2020;0.0000;0.0308
19/12/2020;M;13268;29/07/2020;0.0000;0.0000
19/12/2020;M;15600;17/08/2020;0.0000;0.0000
19/12/2020;M;68573;26/06/2020;0.1111;0.2857
19/12/2020;M;15507;11/08/2020;0.0159;0.0161
19/12/2020;M;54398;26/05/2020;0.0000;0.1667
19/12/2020;M;94343;07/09/2020;0.0000;0.0175
19/12/2020;M;68872;08/05/2020;0.0000;0.0000
19/12/2020;M;25154;25/06/2020;0.0299;0.0308
19/12/2020;M;25312;13/06/2020;0.0094;0.0392
19/12/2020;M;44110;03/07/2020;0.0152;0.0732
19/12/2020;M;41885;05/06/2020;0.0000;0.0000
19/12/2020;M;15183;14/08/2020;0.0000;0.0000
19/12/2020;M;54673;12/07/2020;0.0000;0.0000
19/12/2020;M;25839;23/06/2020;0.0000;0.0000
19/12/2020;M;13042;21/06/2020;0.0000;0.0000
19/12/2020;M;18205;01/08/2020;0.0000;0.0000
19/12/2020;M;68820;06/08/2020;0.0000;0.0000
19/12/2020;M;15686;25/03/2020;0.0000;0.0492
19/12/2020;M;54313;27/07/2020;0.0000;0.0256
19/12/2020;M;5885;09/09/2020;0.0000;0.0000
19/12/2020;M;52352;05/08/2020;0.0000;0.0000
19/12/2020;M;15842;05/08/2020;0.0000;0.0000
19/12/2020;M;5055;03/08/2020;0.0000;0.0000
19/12/2020;M;15087;27/07/2020;0.0175;0.0556
19/12/2020;M;52390;12/05/2020;0.0000;0.0141
19/12/2020;M;63302;25/07/2020;0.0441;0.0794
19/12/2020;M;52354;10/06/2020;0.0000;0.0000
19/12/2020;M;52254;10/06/2020;0.0290;0.0455
19/12/2020;M;66383;26/06/2020;0.0000;0.0169
19/12/2020;M;50251;14/07/2020;0.0263;0.0556
19/12/2020;M;41349;24/07/2020;0.0000;0.0000
19/12/2020;M;73270;19/09/2020;0.1000;0.1111
19/12/2020;M;25845;07/05/2020;0.0500;0.0526
19/12/2020;M;52022;31/05/2020;0.0000;0.0000
19/12/2020;M;15367;17/08/2020;0.0000;0.2667
19/12/2020;M;54347;14/08/2020;0.0000;0.0313
19/12/2020;M;86760;29/06/2020;0.0896;0.1552
19/12/2020;M;5647;08/08/2020;0.0278;0.0286
19/12/2020;M;41872;16/07/2020;0.0000;0.0119
19/12/2020;M;52210;09/04/2020;0.0000;0.0000
19/12/2020;M;52720;08/08/2020;0.0000;0.0222
19/12/2020;M;13580;02/08/2020;0.0000;0.0000
19/12/2020;M;73347;19/07/2020;0.0000;0.0000
19/12/2020;M;15531;26/05/2020;0.0000;0.1923
19/12/2020;M;15755;16/10/2020;0.0000;0.0286
19/12/2020;M;5044;23/06/2020;0.0000;0.0000
19/12/2020;M;25862;02/08/2020;0.0000;0.0000
19/12/2020;M;50325;23/07/2020;0.0000;0.0000
19/12/2020;M;52287;28/06/2020;0.0000;0.0882
19/12/2020;M;8549;27/05/2020;0.0000;0.0000
19/12/2020;M;50223;18/07/2020;0.0000;0.0217
19/12/2020;M;25841;28/05/2020;0.0000;0.0294
19/12/2020;M;25779;02/09/2020;0.0833;0.0909
19/12/2020;M;68773;08/08/2020;0.0000;0.0000
19/12/2020;M;41206;25/07/2020;0.0000;0.0000
19/12/2020;M;18860;19/07/2020;0.0000;0.0135
19/12/2020;M;95200;28/07/2020;0.0000;0.0000
19/12/2020;M;52323;30/07/2020;0.0357;0.0370
19/12/2020;M;52506;23/08/2020;0.0000;0.0000
19/12/2020;M;27810;21/04/2020;0.0000;0.0000
19/12/2020;M;76863;18/07/2020;0.0308;0.0833
19/12/2020;M;68162;22/08/2020;0.0000;0.0000
19/12/2020;M;5842;11/07/2020;0.0000;0.0000
19/12/2020;M;25019;04/06/2020;0.0132;0.0133
19/12/2020;M;27372;28/09/2020;0.0000;0.0000
19/12/2020;M;52694;14/07/2020;0.0000;0.0308
19/12/2020;M;25326;07/06/2020;0.0000;0.0000
19/12/2020;M;15272;03/06/2020;0.0000;0.0000
19/12/2020;M;15740;07/07/2020;0.0000;0.0000
19/12/2020;M;73547;20/05/2020;0.1772;0.2154
19/12/2020;M;25335;09/08/2020;0.0000;0.0000
19/12/2020;M;15542;01/08/2020;0.0000;0.0175
19/12/2020;M;41518;28/04/2020;0.0000;0.0000
19/12/2020;M;15681;07/08/2020;0.0000;0.0156
19/12/2020;M;5315;10/08/2020;0.0000;0.0000
19/12/2020;M;5467;28/03/2020;0.0263;0.0270
19/12/2020;M;54109;08/08/2020;0.0000;0.0000
19/12/2020;M;50110;30/08/2020;0.0000;0.0465
19/12/2020;M;54377;08/06/2020;0.0000;0.0526
19/12/2020;M;41483;25/04/2020;0.0000;0.0000
19/12/2020;M;85400;06/10/2020;0.0000;0.0000
19/12/2020;M;25491;11/08/2020;0.0000;0.0000
19/12/2020;M;73030;29/07/2020;0.0000;0.0333
19/12/2020;M;54743;22/06/2020;0.0000;0.0370
19/12/2020;M;25596;31/08/2020;0.0000;0.0000
19/12/2020;M;76246;03/06/2020;0.0000;0.0370
19/12/2020;M;5856;10/07/2020;0.0000;0.0000
19/12/2020;M;52385;02/06/2020;0.0000;0.0128
19/12/2020;M;25781;14/08/2020;0.0000;0.0093
19/12/2020;M;18785;04/07/2020;0.0000;0.0000
19/12/2020;M;54599;07/07/2020;0.0238;0.0500
19/12/2020;M;68855;17/07/2020;0.1176;0.1333
19/12/2020;M;52083;28/04/2020;0.0000;0.0000
19/12/2020;M;73152;14/07/2020;0.0000;0.2000
19/12/2020;M;66075;01/07/2020;0.0000;0.0227
19/12/2020;M;27135;10/06/2020;0.0000;0.0625
19/12/2020;M;25426;03/06/2020;0.0741;0.0800
19/12/2020;M;88564;12/05/2020;0.0083;0.0083
19/12/2020;M;5792;15/07/2020;0.0196;0.0200
19/12/2020;M;15776;16/05/2020;0.0172;0.0741
19/12/2020;M;27050;19/05/2020;0.0000;0.0000
19/12/2020;M;50124;24/05/2020;0.0204;0.0208
19/12/2020;M;68377;08/06/2020;0.0000;0.0000
19/12/2020;M;15835;04/05/2020;0.0000;0.2222
19/12/2020;M;17495;05/05/2020;0.0444;0.1538
19/12/2020;M;5086;17/07/2020;0.0000;0.0000
19/12/2020;M;25398;04/11/2020;0.0000;0.0000
19/12/2020;M;25372;24/05/2020;0.0000;0.0000
19/12/2020;M;15764;17/07/2020;0.0000;0.0217
19/12/2020;M;68092;06/08/2020;0.0000;0.0000
19/12/2020;M;25281;20/07/2020;0.0000;0.0000
19/12/2020;M;15051;23/07/2020;0.0000;0.0571
19/12/2020;M;68318;08/08/2020;0.0000;0.0000
19/12/2020;M;5652;29/03/2020;0.0000;0.0000
19/12/2020;M;17388;30/07/2020;0.0000;0.0000
19/12/2020;M;15185;22/08/2020;0.0000;0.0000
19/12/2020;M;5036;15/08/2020;0.0000;0.0000
19/12/2020;M;68498;30/09/2020;0.0000;0.1667
19/12/2020;M;54520;20/06/2020;0.0000;0.0270
19/12/2020;M;15790;27/05/2020;0.0270;0.0882
19/12/2020;M;52233;09/04/2020;0.0101;0.0421
19/12/2020;M;27160;28/05/2020;0.0000;0.0000
19/12/2020;M;68207;09/04/2020;0.0000;0.0000
19/12/2020;M;5306;29/05/2020;0.0066;0.0133
19/12/2020;M;63212;11/05/2020;0.0000;0.0115
19/12/2020;M;15476;02/08/2020;0.0156;0.0159
19/12/2020;M;15442;09/07/2020;0.0000;0.0000
19/12/2020;M;15638;19/09/2020;0.0000;0.0000
19/12/2020;M;73686;15/09/2020;0.0000;0.0000
19/12/2020;M;27580;19/05/2020;0.0000;0.0000
19/12/2020;M;5353;15/06/2020;0.0769;0.0986
19/12/2020;M;68271;26/08/2020;0.0000;0.0000
19/12/2020;M;86755;05/10/2020;0.0256;0.0833
19/12/2020;M;52565;26/08/2020;0.0000;0.0000
19/12/2020;M;25777;12/08/2020;0.0000;0.0000
19/12/2020;M;86219;03/06/2020;0.0380;0.0972
19/12/2020;M;68250;03/07/2020;0.0000;0.0000
19/12/2020;M;68147;13/08/2020;0.0000;0.0000
19/12/2020;M;73622;10/11/2020;0.1538;0.1818
19/12/2020;M;15667;20/08/2020;0.0000;0.0000
19/12/2020;M;5347;01/07/2020;0.0137;0.0139
19/12/2020;M;68549;05/08/2020;0.0000;0.0000
19/12/2020;M;19701;07/08/2020;0.0000;0.0741
19/12/2020;M;76845;01/04/2020;0.0167;0.0345
19/12/2020;M;73854;04/08/2020;0.0000;0.0500
19/12/2020;M;25524;24/07/2020;0.0000;0.0000
19/12/2020;M;25594;01/07/2020;0.0000;0.0000
19/12/2020;M;68327;17/09/2020;0.0000;0.0833
19/12/2020;M;19290;25/07/2020;0.0000;0.0000
19/12/2020;M;54871;08/08/2020;0.0000;0.0588
19/12/2020;M;5475;27/06/2020;0.0000;0.0000
19/12/2020;M;15822;12/08/2020;0.0303;0.0313
19/12/2020;M;15494;27/05/2020;0.0000;0.0000
19/12/2020;M;25288;12/07/2020;0.0400;0.0417
19/12/2020;M;76054;26/05/2020;0.0345;0.2609
19/12/2020;M;63548;13/08/2020;0.0000;0.0748
